373.25,201.301,760,428
133031621088097235,585.98,585.464,0.997886,0.0647848,-0.00553501,0.00306538,-0.0544962,0.879774,0.472261,0.0468307,0.0354644,-0.470959,0.881444,-0.172585,0,0,0,1
133031621088430434,585.98,585.464,0.997886,0.0648324,-0.0048821,0.00317,-0.0548969,0.880444,0.470965,0.0471086,0.0348315,-0.4697,0.882141,-0.172449,0,0,0,1
133031621088763634,585.98,585.464,0.997847,0.0654713,-0.00442323,0.00320145,-0.0556832,0.880492,0.470783,0.0472523,0.0347167,-0.469521,0.882241,-0.172389,0,0,0,1
133031621089096833,585.98,585.464,0.997854,0.0653842,-0.00412905,0.0030878,-0.0557298,0.88029,0.471154,0.0472534,0.03444,-0.469911,0.882044,-0.172363,0,0,0,1
133031621089430033,585.98,585.464,0.997948,0.0639566,-0.00393432,0.00283049,-0.054565,0.880401,0.471084,0.0472512,0.0335923,-0.469901,0.882082,-0.172488,0,0,0,1
133031621089763233,585.98,585.464,0.99804,0.0625105,-0.00363779,0.00260428,-0.0534127,0.880241,0.471513,0.0470952,0.0326762,-0.470392,0.881854,-0.172608,0,0,0,1
133031621090096432,586.156,585.632,0.998021,0.0627771,-0.00421956,0.0025782,-0.0532962,0.879148,0.473562,0.0467335,0.033438,-0.472398,0.880753,-0.172499,0,0,0,1
133031621090429632,586.681,586.139,0.997934,0.0639646,-0.00637943,0.00268245,-0.0532577,0.878301,0.475135,0.0466544,0.0359942,-0.473812,0.879892,-0.172341,0,0,0,1
133031621090762831,587.207,586.645,0.998026,0.0624166,-0.00723478,0.00254425,-0.051621,0.88013,0.47192,0.047089,0.0358226,-0.470614,0.881614,-0.17245,0,0,0,1
133031621091096031,587.732,587.151,0.998087,0.0614177,-0.00736496,0.00236204,-0.0506927,0.880366,0.471581,0.0470847,0.0354467,-0.470304,0.881794,-0.17227,0,0,0,1
133031621091429231,588.083,587.489,0.998052,0.0617824,-0.00893912,0.00236969,-0.0502005,0.879458,0.473323,0.046933,0.0371042,-0.471951,0.880846,-0.171927,0,0,0,1
133031621091762430,588.608,587.995,0.998105,0.0607844,-0.009895,0.00235341,-0.0489641,0.880722,0.4711,0.0472298,0.0373497,-0.46972,0.882027,-0.171811,0,0,0,1
133031621092095629,589.134,588.501,0.9981,0.0608056,-0.0101804,0.00236905,-0.0489089,0.881475,0.469694,0.047398,0.0375332,-0.468303,0.882772,-0.171601,0,0,0,1
133031621092428829,589.617,588.982,0.997993,0.0622815,-0.0116732,0.00256424,-0.0494648,0.880874,0.470762,0.0473491,0.0396018,-0.469237,0.882186,-0.17127,0,0,0,1
133031621092762029,590.079,589.45,0.997948,0.0626477,-0.0134535,0.00271197,-0.0489898,0.881325,0.469969,0.0475199,0.0412989,-0.468343,0.882583,-0.171037,0,0,0,1
133031621093095228,590.695,590.074,0.997982,0.0620604,-0.0135897,0.00258078,-0.0484717,0.882094,0.468577,0.0477308,0.0410668,-0.466971,0.883321,-0.170909,0,0,0,1
133031621093428427,590.079,589.45,0.998051,0.0611963,-0.0124553,0.00226541,-0.0482426,0.882161,0.468473,0.0477961,0.0396558,-0.466957,0.883393,-0.170758,0,0,0,1
133031621093761627,589.617,588.982,0.998147,0.0599004,-0.0109665,0.00189564,-0.0478169,0.882477,0.467922,0.0478816,0.0377058,-0.466528,0.883704,-0.170688,0,0,0,1
133031621094094826,589.134,588.501,0.99827,0.0580362,-0.00967136,0.00155802,-0.0467858,0.882695,0.467615,0.0479097,0.0356751,-0.466352,0.883882,-0.170729,0,0,0,1
133031621094428026,588.608,587.995,0.998328,0.0570811,-0.00940087,0.0014658,-0.0460528,0.882544,0.467972,0.0478373,0.0350084,-0.466755,0.883696,-0.170813,0,0,0,1
133031621094761225,588.083,587.489,0.998339,0.0570277,-0.00848168,0.00148596,-0.0464364,0.882541,0.46794,0.0477737,0.0341706,-0.466767,0.883722,-0.171078,0,0,0,1
133031621095094425,587.732,587.151,0.998358,0.057059,-0.00559857,0.00142957,-0.047806,0.882404,0.468061,0.0476218,0.0316468,-0.467023,0.883681,-0.171477,0,0,0,1
133031621095427624,587.207,586.645,0.998334,0.0576486,-0.00338215,0.00151616,-0.0492982,0.881314,0.469955,0.0472363,0.0300724,-0.469003,0.882687,-0.171821,0,0,0,1
133031621095760824,586.681,586.139,0.998339,0.0575871,-0.00286329,0.00170064,-0.0494188,0.880218,0.471991,0.0468782,0.0297004,-0.471064,0.881601,-0.172142,0,0,0,1
133031621096094024,586.681,586.139,0.998378,0.0569114,-0.00263122,0.00178322,-0.0489049,0.879804,0.472817,0.0467285,0.0292232,-0.47192,0.881159,-0.172488,0,0,0,1
133031621096427223,586.156,585.632,0.998442,0.0558267,-0.00116172,0.00165275,-0.048657,0.880068,0.472351,0.046766,0.0273915,-0.471557,0.881412,-0.172803,0,0,0,1
133031621096760423,585.98,585.464,0.998498,0.0548205,0.00103822,0.00135194,-0.0488124,0.880149,0.472184,0.046785,0.024971,-0.471524,0.881502,-0.173047,0,0,0,1
133031621097093622,585.98,585.464,0.998569,0.053481,0.00205532,0.00111382,-0.0481071,0.880101,0.472347,0.0467528,0.0234519,-0.471768,0.881413,-0.173205,0,0,0,1
133031621097426822,585.98,585.464,0.998651,0.0519515,0.00155041,0.00103965,-0.0465164,0.880094,0.472518,0.0467049,0.0231831,-0.471951,0.881322,-0.173244,0,0,0,1
133031621097760021,585.98,585.464,0.998697,0.0510679,0.000730962,0.00107695,-0.0453508,0.880149,0.472528,0.0466837,0.023487,-0.471944,0.881318,-0.173117,0,0,0,1
133031621098093221,585.98,585.464,0.998693,0.0511484,-7.04527e-05,0.00116087,-0.0450487,0.880267,0.472339,0.0467661,0.024221,-0.471717,0.881419,-0.172848,0,0,0,1
133031621098426420,585.98,585.464,0.998663,0.0517253,-0.00112385,0.0013005,-0.045096,0.880926,0.471102,0.0470152,0.0253576,-0.47042,0.88208,-0.172524,0,0,0,1
133031621098759620,585.98,585.464,0.998642,0.0521008,-0.00229967,0.00141105,-0.0449241,0.881829,0.469427,0.0473362,0.0264847,-0.468685,0.88297,-0.172228,0,0,0,1
133031621099092819,585.98,585.464,0.998635,0.0521892,-0.00301403,0.00141656,-0.0447109,0.882589,0.468019,0.0476339,0.0270853,-0.467243,0.883716,-0.171976,0,0,0,1
133031621099426019,585.98,585.464,0.998656,0.0517956,-0.00298715,0.0012776,-0.0444127,0.883256,0.466785,0.0478521,0.0268154,-0.466022,0.884369,-0.171841,0,0,0,1
133031621099759219,585.98,585.464,0.998696,0.0510404,-0.00243244,0.00109652,-0.0440235,0.883635,0.466104,0.0479416,0.0259391,-0.465388,0.884729,-0.171813,0,0,0,1
133031621100092418,585.98,585.464,0.998737,0.0502684,-0.00179228,0.000930756,-0.0436371,0.883629,0.466152,0.0479014,0.0250158,-0.465484,0.884705,-0.171951,0,0,0,1
133031621100425618,585.98,585.464,0.998735,0.0503171,-0.00129744,0.000901043,-0.0438954,0.88333,0.466694,0.047803,0.0246283,-0.466045,0.88442,-0.172188,0,0,0,1
133031621100758818,585.98,585.464,0.998722,0.0505712,-0.00121891,0.000955209,-0.0441345,0.882894,0.467498,0.0476515,0.0247176,-0.466845,0.883996,-0.17249,0,0,0,1
133031621101092017,585.98,585.464,0.998722,0.0505716,-0.00131854,0.0010599,-0.0440702,0.882557,0.468137,0.047556,0.0248376,-0.467479,0.883658,-0.172836,0,0,0,1
133031621101425216,585.98,585.464,0.998736,0.0503091,-0.00107422,0.00111938,-0.0439399,0.882322,0.468593,0.0475202,0.0245217,-0.467952,0.883416,-0.17319,0,0,0,1
133031621101758416,585.98,585.464,0.998764,0.0497652,8.78572e-05,0.0010498,-0.0439964,0.882179,0.468857,0.0474708,0.0232547,-0.46828,0.883277,-0.173533,0,0,0,1
133031621102091615,585.98,585.464,0.998791,0.0491962,0.00151294,0.0010238,-0.0441484,0.881904,0.46936,0.0473913,0.0217561,-0.468858,0.883008,-0.173848,0,0,0,1
133031621102424814,585.98,585.464,0.998797,0.0490255,0.00264108,0.00112242,-0.0445155,0.881627,0.469846,0.0473023,0.0207055,-0.469396,0.882747,-0.174111,0,0,0,1
133031621102758014,585.98,585.464,0.998771,0.0495248,0.00321612,0.00137226,-0.0452229,0.881523,0.469974,0.0472673,0.0204397,-0.46954,0.882677,-0.174287,0,0,0,1
133031621103091213,585.98,585.464,0.998746,0.0499998,0.00337273,0.00170811,-0.0457153,0.881482,0.470003,0.0472848,0.0205265,-0.469566,0.882661,-0.17436,0,0,0,1
133031621103424413,585.98,585.464,0.998734,0.0502338,0.00344768,0.00203748,-0.0459671,0.881692,0.469582,0.0473778,0.0205486,-0.469145,0.882884,-0.174362,0,0,0,1
