133031516035167419,-0.0092293,-0.999817,-0.0167761,-0.0465394,-0.907022,0.0154335,-0.4208,0.0699914,0.420982,0.0113326,-0.906998,-0.14831,0,0,0,1
133031516037167451,-0.00607979,-0.999752,-0.0214013,-0.0467024,-0.907969,0.0144864,-0.418787,0.070366,0.418993,0.0168856,-0.907832,-0.149327,0,0,0,1
133031516039167485,-0.00119317,-0.999623,-0.0274265,-0.0488269,-0.907124,0.0126247,-0.420673,0.0702465,0.420861,0.0243773,-0.906798,-0.151969,0,0,0,1
133031516041167516,0.00322896,-0.99943,-0.0336052,-0.050746,-0.906887,0.0112334,-0.421224,0.0701252,0.421361,0.0318363,-0.906334,-0.156137,0,0,0,1
133031516043167550,-0.000497699,-0.999398,-0.0346983,-0.0499473,-0.906687,0.0150867,-0.421534,0.070255,0.421804,0.0312507,-0.906148,-0.160338,0,0,0,1
133031516045167583,-0.00519133,-0.999649,-0.0259695,-0.0476405,-0.903973,0.0157952,-0.427298,0.0690524,0.427558,0.0212574,-0.903738,-0.163124,0,0,0,1
133031516047167615,-0.0075115,-0.999456,-0.0320997,-0.0466903,-0.905312,0.02043,-0.424256,0.069628,0.424681,0.0258734,-0.904973,-0.164563,0,0,0,1
133031516049167648,-0.00894022,-0.999373,-0.0342589,-0.046034,-0.901895,0.0228549,-0.431351,0.0684592,0.431863,0.0270416,-0.901534,-0.167416,0,0,0,1
133031516051167681,-0.00880849,-0.999226,-0.0383251,-0.0463099,-0.901572,0.0245144,-0.431933,0.0686555,0.432538,0.0307481,-0.901091,-0.168882,0,0,0,1
133031516053167713,-0.00640666,-0.999107,-0.0417649,-0.0464672,-0.900716,0.0239077,-0.43375,0.0684783,0.434361,0.0348393,-0.900065,-0.170375,0,0,0,1
133031516055167746,-0.00732958,-0.999189,-0.0395967,-0.045113,-0.901136,0.0237651,-0.432885,0.0685247,0.433475,0.0325092,-0.900579,-0.170022,0,0,0,1
133031516057167780,-0.0104327,-0.999229,-0.0378339,-0.043649,-0.902689,0.0256882,-0.429525,0.0691458,0.430166,0.0296711,-0.902262,-0.168571,0,0,0,1
133031516059167812,-0.0105401,-0.999192,-0.0387859,-0.0429347,-0.903507,0.0261358,-0.427775,0.0694041,0.428443,0.0305346,-0.903053,-0.166229,0,0,0,1
133031516061167844,-0.0112929,-0.999175,-0.0390026,-0.0419792,-0.904693,0.0268232,-0.425219,0.069843,0.425915,0.0304834,-0.90425,-0.163887,0,0,0,1
133031516063167878,-0.0109011,-0.999151,-0.0397397,-0.041543,-0.905423,0.026729,-0.423669,0.0700453,0.424371,0.0313629,-0.904945,-0.162126,0,0,0,1
133031516065167910,-0.0108539,-0.999093,-0.0411751,-0.0412135,-0.905886,0.0272595,-0.422644,0.0701836,0.423383,0.0327126,-0.90536,-0.161048,0,0,0,1
133031516067167943,-0.0114079,-0.999122,-0.0403087,-0.040817,-0.905455,0.0274262,-0.423554,0.0700398,0.424288,0.0316659,-0.904974,-0.160877,0,0,0,1
133031516069167976,-0.0117371,-0.99911,-0.04052,-0.0405359,-0.905271,0.027827,-0.423922,0.0701324,0.424672,0.0317061,-0.904792,-0.161287,0,0,0,1
133031516071168008,-0.011211,-0.999112,-0.0406,-0.0407552,-0.904504,0.0274437,-0.42558,0.0699496,0.426317,0.0319517,-0.904009,-0.161979,0,0,0,1
133031516073168043,-0.00960553,-0.999116,-0.0409252,-0.0415735,-0.904452,0.0261355,-0.425774,0.0698467,0.426467,0.0329251,-0.903904,-0.162514,0,0,0,1
133031516075168075,-0.00956321,-0.999163,-0.039779,-0.04182,-0.904892,0.0255761,-0.424872,0.0700653,0.425534,0.0319325,-0.904379,-0.162995,0,0,0,1
133031516077168108,-0.00723064,-0.999067,-0.0425825,-0.0432112,-0.906053,0.0245635,-0.42245,0.0704757,0.423102,0.0355273,-0.905385,-0.163132,0,0,0,1
133031516079168139,-0.0100267,-0.999003,-0.0435044,-0.0440913,-0.905451,0.0275331,-0.423556,0.0704912,0.424331,0.0351442,-0.904824,-0.164087,0,0,0,1
133031516081168172,-0.00987542,-0.999115,-0.0408836,-0.0456525,-0.905202,0.0263039,-0.424168,0.0704426,0.424868,0.0328191,-0.90466,-0.165739,0,0,0,1
133031516083168205,-0.0087719,-0.999218,-0.0385555,-0.0471358,-0.906766,0.0242025,-0.420938,0.0712203,0.421542,0.0312684,-0.90627,-0.166078,0,0,0,1
133031516085168237,-0.0115707,-0.999323,-0.0349263,-0.0469576,-0.908644,0.0250885,-0.416816,0.0721526,0.41741,0.0269127,-0.908319,-0.167605,0,0,0,1
